state_key,fy_end,txn_count,txn_amount_inr,txn_count_p2p,txn_count_retail,txn_count_utility,quarters_used,registered_users_31mar
SIKKIM,2020,1500797,3564315078.5491776,674532,676152,150113.0,4,112394.0
SIKKIM,2021,2844974,7276537693.672953,1258272,904685,682017.0,4,169708.0
SIKKIM,2022,5692587,14350419313.53017,2851040,1225426,1616121.0,4,217994.0
SIKKIM,2023,12011132,25351189914.18642,6049069,3865563,2096500.0,4,262655.0
TAMIL NADU,2019,60243140,117233075264.95737,31970872,26288478,1983790.0,4,6377974.0
TAMIL NADU,2020,190911091,342303330194.05286,92188471,86321935,12400685.0,4,10970688.0
TAMIL NADU,2021,368737250,675956092704.573,153286954,161892568,53557728.0,4,16872782.0
TAMIL NADU,2022,840333787,1469442782029.6504,337766840,367204076,135362871.0,4,22131653.0
TAMIL NADU,2023,1645136244,2603249179813.1646,608622700,856887221,179626323.0,4,26767037.0
TELANGANA,2019,126707049,202251419084.17767,72154780,52823353,1728916.0,4,8100506.0
TELANGANA,2020,525406638,883812295049.3268,248387011,251524922,25494705.0,4,12385312.0
TELANGANA,2021,1060098887,2100902539268.7637,477901690,477094943,105102254.0,4,17082180.0
TELANGANA,2022,2516509331,4782177153882.732,1064905554,1208288044,243315733.0,4,21608530.0
TELANGANA,2023,4877796067,8350597431916.913,1828659843,2706809917,342326307.0,4,25533334.0
TRIPURA,2019,1970709,2466745964.6914644,859495,1050971,60243.0,4,187484.0
TRIPURA,2020,3815108,6362428288.083867,1712242,1753752,349114.0,4,314602.0
TRIPURA,2021,6910676,13625090933.216225,2735018,2672670,1502988.0,4,458876.0
TRIPURA,2022,12144433,24967172161.461926,4933135,3796780,3414518.0,4,573074.0
TRIPURA,2023,24338025,45465081462.06435,9900592,10082282,4355151.0,4,699295.0
UTTAR PRADESH,2019,154024769,214643767447.7702,74580952,75624266,3819551.0,4,13103108.0
UTTAR PRADESH,2020,349750893,587862760666.9883,150916852,172241791,26592250.0,4,21194763.0
UTTAR PRADESH,2021,670887707,1283468921334.705,280299114,287778468,102810125.0,4,30976739.0
UTTAR PRADESH,2022,1546498062,2871984738673.4497,642325294,654403320,249769448.0,4,41701425.0
UTTAR PRADESH,2023,3332358390,5457674823770.951,1272217096,1694721741,365419553.0,4,53046420.0
UTTARAKHAND,2019,14632399,21753971084.76715,7588885,6754048,289466.0,4,1272751.0
UTTARAKHAND,2020,31353104,55022480032.68231,13961367,15114542,2277195.0,4,2023901.0
UTTARAKHAND,2021,62954270,109483802456.51337,24080205,29153461,9720604.0,4,2888932.0
UTTARAKHAND,2022,140736216,220659832487.83774,50627443,66822180,23286593.0,4,3709608.0
UTTARAKHAND,2023,284288332,389674095836.64026,89962000,163366256,30960076.0,4,4480029.0
WEST BENGAL,2019,147471562,129767127842.52698,92270741,50724893,4475928.0,4,7438601.0
WEST BENGAL,2020,259567316,295639998661.6306,128144555,114398128,17024633.0,4,12052575.0
WEST BENGAL,2021,353797857,672080706422.1633,155949700,138371177,59476980.0,4,16981214.0
WEST BENGAL,2022,748489565,1509176371815.04,344437927,258063083,145988555.0,4,21954680.0
WEST BENGAL,2023,1532335116,2949981078776.841,686607668,636079442,209648006.0,4,26980199.0
