state_key,fy_end,txn_count,txn_amount_inr,txn_count_p2p,txn_count_retail,txn_count_utility,quarters_used,registered_users_31mar
DNH_DD,2021,7052966,10749917196.547932,2743639,3109825,1199502.0,4,284780.0
DNH_DD,2022,17764176,23249298019.67849,6698054,8310150,2755972.0,4,369790.0
DNH_DD,2023,38894537,41960774071.197205,11911939,23392019,3590579.0,4,449889.0
DNH_DD,2024,66289976,63625277097.19113,19100421,42368125,4821430.0,4,522738.0
DNH_DD,2025,101441558,85321452970.17892,27858974,67441211,6141373.0,4,597015.0
DNH_DD,2026,125935185,100958369517.36028,33156883,86233175,6545127.0,4,661947.0
GOA,2019,2082749,4317080588.455332,969161,1069226,44362.0,4,248825.0
GOA,2020,6628530,13255529063.79043,3214179,2815876,598475.0,4,410941.0
GOA,2021,14189295,25224579440.47266,5747525,6298227,2143543.0,4,596406.0
GOA,2022,38155824,61083005672.85698,14620846,18413048,5121930.0,4,759279.0
GOA,2023,81550319,119463175405.89645,27552244,46985750,7012325.0,4,904953.0
GOA,2024,122903505,165906437219.59906,38252926,76100641,8549938.0,4,1039130.0
GOA,2025,169661664,208955365329.86157,49422977,110014500,10224187.0,4,1185550.0
GOA,2026,200043110,240845638022.45914,55916539,133160656,10965915.0,4,1325289.0
GUJARAT,2019,63581519,95224986625.66844,28708832,31867199,3005488.0,4,6920980.0
GUJARAT,2020,153082679,259251072361.4629,61283830,77563492,14235357.0,4,10722212.0
GUJARAT,2021,273898749,502651740461.2488,101172999,123999143,48726607.0,4,15212633.0
GUJARAT,2022,613091145,1135875409592.921,224890114,273262841,114938190.0,4,19483483.0
GUJARAT,2023,1239112850,2068555140371.5952,412486880,668000128,158625842.0,4,23551635.0
GUJARAT,2024,2067541154,3048341016010.3164,639755100,1221015926,206770128.0,4,27405423.0
GUJARAT,2025,3199225757,4082373156018.918,931371235,2006921191,260933331.0,4,31378561.0
GUJARAT,2026,4140594826,4759137802014.776,1179745394,2678940093,281909339.0,4,34953549.0
HARYANA,2019,56065374,96628625080.15952,27294770,26761469,2009135.0,4,4759566.0
HARYANA,2020,160512982,290656200867.4215,67908289,80232318,12372375.0,4,7305629.0
HARYANA,2021,310989848,588403258619.7633,129734133,144201675,37054040.0,4,10053988.0
HARYANA,2022,683415412,1203927461067.9343,270689657,326511490,86214265.0,4,12718254.0
HARYANA,2023,1326036215,2086557819907.584,456564804,746864612,122606799.0,4,15150515.0
HARYANA,2024,2122347318,2940934375982.7695,668196659,1292467451,161683208.0,4,17427671.0
HARYANA,2025,3239439104,3914737016593.4375,939899966,2089237844,210301294.0,4,19907909.0
HARYANA,2026,4009373978,4572911630756.692,1111017048,2665668635,232688295.0,4,22159437.0
HIMACHAL PRADESH,2019,5537320,9182031566.192154,2394091,2976831,166398.0,4,664582.0
HIMACHAL PRADESH,2020,13223599,24381652096.814346,5320058,6480425,1423116.0,4,1132310.0
HIMACHAL PRADESH,2021,26791652,48344454803.5383,9235727,11283234,6272691.0,4,1638990.0
HIMACHAL PRADESH,2022,53985001,90944937659.4068,19009082,21197631,13778288.0,4,2050007.0
HIMACHAL PRADESH,2023,102815660,146493015745.569,32300513,54526212,15988935.0,4,2420834.0
HIMACHAL PRADESH,2024,153118022,187974923732.38657,44272825,91868981,16976216.0,4,2783894.0
HIMACHAL PRADESH,2025,216529388,244707751975.7604,61393107,135807189,19329092.0,4,3187150.0
HIMACHAL PRADESH,2026,249860319,273127353967.47913,70926121,159035270,19898928.0,4,3529338.0
JAMMU AND KASHMIR,2019,5614196,10453042388.342484,2834974,2587669,191553.0,4,784387.0
JAMMU AND KASHMIR,2020,4678582,14136785668.18799,2322457,1971650,384475.0,4,1078683.0
JAMMU AND KASHMIR,2021,19546667,50942785186.26042,7887433,6694999,4964235.0,4,1645988.0
JAMMU AND KASHMIR,2022,55720249,114013429389.97021,20521036,17445476,17753737.0,4,2357661.0
JAMMU AND KASHMIR,2023,142778670,227741026462.60715,47232275,66746144,28800251.0,4,3148217.0
JAMMU AND KASHMIR,2024,292269702,386252154053.0768,87652868,161295831,43321003.0,4,4021373.0
JAMMU AND KASHMIR,2025,516323397,629204590275.5015,149844949,310594034,55884414.0,4,4912631.0
JAMMU AND KASHMIR,2026,663442998,752355039392.726,193643180,407947426,61852392.0,4,5618162.0
JHARKHAND,2019,30875407,42693949424.77113,18823083,11585101,467223.0,4,2344245.0
JHARKHAND,2020,68994130,114851597681.96745,33742020,31096811,4155299.0,4,3782690.0
JHARKHAND,2021,149633676,277110290653.6448,65630876,63956066,20046734.0,4,5505298.0
JHARKHAND,2022,381445518,656317474256.5989,159336081,167424933,54684504.0,4,7352042.0
JHARKHAND,2023,799633918,1218807520761.628,305136931,412840207,81656780.0,4,9222109.0
JHARKHAND,2024,1422940518,1906196993225.714,521877425,787292196,113770897.0,4,11202660.0
JHARKHAND,2025,2210797429,2670273653523.9385,790511898,1275911410,144374121.0,4,13390825.0
JHARKHAND,2026,2864838926,3242654310157.634,994966316,1706638223,163234387.0,4,15393721.0
KARNATAKA,2019,166875428,257129595744.04062,78797116,82081438,5996874.0,4,10393952.0
KARNATAKA,2020,823773701,1063684025958.7845,325279720,460137775,38356206.0,4,17044952.0
KARNATAKA,2021,1464453019,2208931635280.9067,560268457,772292469,131892093.0,4,24058436.0
KARNATAKA,2022,3111517945,4662188858507.812,1176776723,1624598730,310142492.0,4,30809500.0
KARNATAKA,2023,6230666456,8539485187066.939,2083731873,3683974614,462959969.0,4,36773789.0
KARNATAKA,2024,9747574726,12505567135489.297,3040383630,6098473443,608717653.0,4,41888288.0
KARNATAKA,2025,13476022407,16285459051829.56,4044004453,8699215396,732802558.0,4,46870457.0
KARNATAKA,2026,15875434705,18477209811040.94,4569362573,10526717054,779355078.0,4,51308731.0
KERALA,2019,16465255,27144830559.195114,7782907,8401451,280897.0,4,2073323.0
KERALA,2020,45705289,78115478537.69186,20220886,21458633,4025770.0,4,3898086.0
KERALA,2021,116222381,191469796669.54025,42634643,52285899,21301839.0,4,6650208.0
KERALA,2022,286929168,433839214641.3373,100339987,128590070,57999111.0,4,8855141.0
KERALA,2023,536308687,719106602321.3627,169868486,296439427,70000774.0,4,10759741.0
KERALA,2024,692716525,885607636943.1315,208915045,409579970,74221510.0,4,12400955.0
KERALA,2025,892084543,1067633272284.5692,263950271,548901189,79233083.0,4,14209056.0
KERALA,2026,1064247385,1228388330434.3367,309999683,672991808,81255894.0,4,15839220.0
LAKSHADWEEP,2019,13192,41469140.85798852,6137,6941,114.0,4,2320.0
LAKSHADWEEP,2020,25744,79493011.84665266,11985,12423,1336.0,4,4140.0
LAKSHADWEEP,2021,59145,165515549.290344,23260,25503,10382.0,4,6336.0
LAKSHADWEEP,2022,101080,302862160.3540268,43471,20445,37164.0,4,8435.0
LAKSHADWEEP,2023,148587,425764619.64099735,70762,36869,40956.0,4,10183.0
LAKSHADWEEP,2024,329086,633307060.9209058,126606,150479,52001.0,4,12330.0
LAKSHADWEEP,2025,860768,1038926225.1423602,229022,560563,71183.0,4,15368.0
LAKSHADWEEP,2026,1256696,1235350740.2619293,318948,856678,81070.0,4,17882.0
MADHYA PRADESH,2019,91048445,127041494730.55975,51325916,37080392,2642137.0,4,6383958.0
MADHYA PRADESH,2020,247537259,383750765252.299,112759695,116727299,18050265.0,4,10260896.0
MADHYA PRADESH,2021,516750101,932708630508.7661,225371667,221055986,70322448.0,4,15131202.0
MADHYA PRADESH,2022,1229678935,2062216848055.2612,503026490,555472816,171179629.0,4,20115633.0
MADHYA PRADESH,2023,2426363819,3592556306516.2905,885843997,1294446929,246072893.0,4,24981019.0
MADHYA PRADESH,2024,4200639604,5484805129388.951,1435516088,2408737131,356386385.0,4,30087710.0
MADHYA PRADESH,2025,6371939490,7571044377316.381,2064740403,3852306420,454892667.0,4,34868747.0
MADHYA PRADESH,2026,8105350604,9023054661221.12,2517540046,5074337987,513472571.0,4,39250624.0
MAHARASHTRA,2019,172083416,269058788305.77765,75895885,86446671,9740860.0,4,16274312.0
MAHARASHTRA,2020,678328019,910226346683.9688,257195878,367705965,53426176.0,4,26163809.0
MAHARASHTRA,2021,1324814427,2009718002782.4546,492430510,661345730,171038187.0,4,36994904.0
MAHARASHTRA,2022,3158886000,4516257848558.119,1130980276,1630313884,397591840.0,4,47511322.0
MAHARASHTRA,2023,6257211435,8171208905187.323,1985162180,3728505531,543543724.0,4,56723036.0
MAHARASHTRA,2024,9747183382,11846013836661.842,2921071358,6128032692,698079332.0,4,64700862.0
MAHARASHTRA,2025,13882059992,15753281533157.21,4048732068,8962094820,871233104.0,4,74177131.0
MAHARASHTRA,2026,17789686223,19096079066549.54,5034338591,11743337818,1012009814.0,4,82017557.0
MANIPUR,2019,1012926,2213488002.062048,436191,562999,13736.0,4,112463.0
MANIPUR,2020,1898206,5225202703.252603,870755,859280,168171.0,4,193166.0
MANIPUR,2021,4259959,12473820391.816261,1881402,1406751,971806.0,4,326912.0
MANIPUR,2022,7248073,22083214067.437004,3431618,1464924,2351531.0,4,406492.0
MANIPUR,2023,12080206,32463601489.998207,6003083,3485586,2591537.0,4,486209.0
MANIPUR,2024,8782280,24512092969.727783,4299693,2905378,1577209.0,4,564185.0
MANIPUR,2025,24647882,49266417996.73747,12513128,9111998,3022756.0,4,694042.0
MANIPUR,2026,38454502,64560710033.91199,18693109,16354746,3406647.0,4,814173.0
MEGHALAYA,2019,619713,1178941696.2843208,212486,392674,14553.0,4,69850.0
MEGHALAYA,2020,1419913,3141558020.8005905,565736,696270,157907.0,4,129019.0
MEGHALAYA,2021,3052075,7012073008.460988,1109229,1096275,846571.0,4,213559.0
MEGHALAYA,2022,6050629,15056795919.021364,2586556,1325619,2138454.0,4,287587.0
MEGHALAYA,2023,13518063,31261589343.18917,6349762,4250862,2917439.0,4,373661.0
MEGHALAYA,2024,26403626,50180210553.47246,12469773,10021828,3912025.0,4,488538.0
MEGHALAYA,2025,52646380,73686582996.36455,22215563,25087480,5343337.0,4,640474.0
MEGHALAYA,2026,76944472,96894519031.60242,32880076,37870226,6194170.0,4,778471.0
MIZORAM,2019,228627,694815993.7847703,102335,122667,3625.0,4,27134.0
MIZORAM,2020,538958,1654145048.3923247,242912,237506,58540.0,4,52556.0
MIZORAM,2021,1247012,3756673607.933133,521550,388190,337272.0,4,94488.0
MIZORAM,2022,2267139,6886352301.222475,1047797,410527,808815.0,4,123574.0
MIZORAM,2023,3744283,10454129153.39726,1938513,913972,891798.0,4,153259.0
MIZORAM,2024,5922544,13753963541.705536,3095062,1836731,990751.0,4,194379.0
MIZORAM,2025,10369159,17271361170.289898,4677263,4545441,1146455.0,4,270295.0
MIZORAM,2026,15604877,21337253455.520325,6624595,7658130,1322152.0,4,327659.0
NAGALAND,2019,588194,1489889668.8447118,209586,369501,9107.0,4,55915.0
NAGALAND,2020,1432781,3957253237.7258143,598788,672407,161586.0,4,110228.0
NAGALAND,2021,3110247,9239769912.134188,1362272,925345,822630.0,4,208308.0
NAGALAND,2022,5503745,16960050017.589794,2732112,860156,1911477.0,4,266042.0
NAGALAND,2023,9785812,28181167021.93062,5211904,2288165,2285743.0,4,325241.0
NAGALAND,2024,15038945,37269233612.484085,8036563,4534447,2467935.0,4,391270.0
NAGALAND,2025,29394988,51362495389.93426,13314949,12992766,3087273.0,4,493342.0
NAGALAND,2026,42840885,61667432711.5969,18289448,21097679,3453758.0,4,575983.0
ODISHA,2019,104244439,101343003471.1919,71855919,31490363,898157.0,4,4265066.0
ODISHA,2020,190990273,274964611036.74786,105735544,75723934,9530795.0,4,6631513.0
ODISHA,2021,329398590,621888775632.3123,164668568,120506379,44223643.0,4,9201367.0
ODISHA,2022,802771719,1385868584162.6895,377640038,313602452,111529229.0,4,12011836.0
ODISHA,2023,1608802170,2471387916925.528,674939835,779431388,154430947.0,4,14605734.0
ODISHA,2024,2753841024,3777882845605.701,1068503993,1472508753,212828278.0,4,17002272.0
ODISHA,2025,4280848685,5058062783129.621,1561320581,2442971542,276556562.0,4,19731478.0
ODISHA,2026,5461053123,5957124856014.781,1883142915,3263176712,314733496.0,4,22049893.0
PUDUCHERRY,2019,1130255,2223390386.2119875,637708,469687,22860.0,4,129946.0
PUDUCHERRY,2020,3755875,6881989004.670558,1950475,1616976,188424.0,4,225275.0
PUDUCHERRY,2021,8249009,14385318141.56104,3423869,3898837,926303.0,4,338921.0
PUDUCHERRY,2022,19114117,30457482277.826904,7180440,9605278,2328399.0,4,433835.0
PUDUCHERRY,2023,36303914,51959850235.818726,11942732,21511434,2849748.0,4,511080.0
PUDUCHERRY,2024,50252969,66223384843.5681,15018787,31935502,3298680.0,4,578039.0
PUDUCHERRY,2025,64421564,78448918250.7189,18405609,42327486,3688469.0,4,645855.0
PUDUCHERRY,2026,74545654,87040939362.43733,20555459,50236202,3753993.0,4,707787.0
PUNJAB,2019,20127610,39437434913.21482,9656814,9736558,734238.0,4,2322582.0
PUNJAB,2020,49620677,103775005548.75038,21716932,23412688,4491057.0,4,3875890.0
PUNJAB,2021,83155280,185160743806.08325,33795354,34144361,15215565.0,4,5679863.0
PUNJAB,2022,174317197,362558020929.9304,68200457,71537048,34579692.0,4,7199914.0
PUNJAB,2023,347678372,631138465293.9308,120514288,178004688,49159396.0,4,8680448.0
PUNJAB,2024,538477317,855821067232.3981,176177208,303390557,58909552.0,4,10263130.0
PUNJAB,2025,775885586,1095304585337.3094,244123846,463058206,68703534.0,4,11997032.0
PUNJAB,2026,965413815,1297195640787.754,299132008,591635485,74646322.0,4,13581016.0
RAJASTHAN,2019,100854436,153891896551.47815,53537949,42612877,4703610.0,4,7779148.0
RAJASTHAN,2020,299120003,532021197651.4253,141944538,133115702,24059763.0,4,12268753.0
RAJASTHAN,2021,666940701,1303921188644.2012,311993308,265119066,89828327.0,4,17806048.0
RAJASTHAN,2022,1604227815,2960459615226.846,717070403,677186558,209970854.0,4,23412998.0
RAJASTHAN,2023,3097805000,5216926550159.486,1209124974,1588442408,300237618.0,4,28357153.0
RAJASTHAN,2024,5261661404,7916091798805.283,1879312842,2953395235,428953327.0,4,33414280.0
RAJASTHAN,2025,7827286455,10502731182282.604,2580367418,4699856148,547062889.0,4,38208545.0
RAJASTHAN,2026,9298930795,11763885966928.258,2863422007,5846152236,589356552.0,4,42603158.0
SIKKIM,2019,626258,1341121636.7669952,252228,366047,7983.0,4,64728.0
SIKKIM,2020,1500797,3564315078.5491776,674532,676152,150113.0,4,112394.0
SIKKIM,2021,2844974,7276537693.672953,1258272,904685,682017.0,4,169708.0
SIKKIM,2022,5692587,14350419313.53017,2851040,1225426,1616121.0,4,217994.0
SIKKIM,2023,12011132,25351189914.18642,6049069,3865563,2096500.0,4,262655.0
SIKKIM,2024,19756141,34454878445.19397,8852806,8506704,2396631.0,4,304915.0
SIKKIM,2025,33838285,47206454018.50377,13035406,17785284,3017595.0,4,357215.0
SIKKIM,2026,48448655,58581985995.345085,17153488,27650245,3644922.0,4,402651.0
TAMIL NADU,2019,60243140,117233075264.95737,31970872,26288478,1983790.0,4,6377974.0
TAMIL NADU,2020,190911091,342303330194.05286,92188471,86321935,12400685.0,4,10970688.0
TAMIL NADU,2021,368737250,675956092704.573,153286954,161892568,53557728.0,4,16872782.0
TAMIL NADU,2022,840333787,1469442782029.6504,337766840,367204076,135362871.0,4,22131653.0
TAMIL NADU,2023,1645136244,2603249179813.1646,608622700,856887221,179626323.0,4,26767037.0
TAMIL NADU,2024,2303781698,3412702939872.198,806869067,1285759741,211152890.0,4,31080814.0
TAMIL NADU,2025,3187530780,4266170051082.767,1053511267,1888580355,245439158.0,4,35340007.0
TAMIL NADU,2026,3831742666,4840846585111.948,1210098918,2366293665,255350083.0,4,39201469.0
TELANGANA,2019,126707049,202251419084.17767,72154780,52823353,1728916.0,4,8100506.0
TELANGANA,2020,525406638,883812295049.3268,248387011,251524922,25494705.0,4,12385312.0
TELANGANA,2021,1060098887,2100902539268.7637,477901690,477094943,105102254.0,4,17082180.0
TELANGANA,2022,2516509331,4782177153882.732,1064905554,1208288044,243315733.0,4,21608530.0
TELANGANA,2023,4877796067,8350597431916.913,1828659843,2706809917,342326307.0,4,25533334.0
TELANGANA,2024,7682151329,11891055651229.684,2670367474,4565041054,446742801.0,4,28813177.0
TELANGANA,2025,10793642091,14882795474225.705,3487901493,6778991868,526748730.0,4,32290034.0
TELANGANA,2026,13329628379,17621638600627.305,4113911048,8604713207,611004124.0,4,35513627.0
TRIPURA,2019,1970709,2466745964.6914644,859495,1050971,60243.0,4,187484.0
TRIPURA,2020,3815108,6362428288.083867,1712242,1753752,349114.0,4,314602.0
TRIPURA,2021,6910676,13625090933.216225,2735018,2672670,1502988.0,4,458876.0
TRIPURA,2022,12144433,24967172161.461926,4933135,3796780,3414518.0,4,573074.0
TRIPURA,2023,24338025,45465081462.06435,9900592,10082282,4355151.0,4,699295.0
TRIPURA,2024,40438897,66468851068.039894,15162610,19861329,5414958.0,4,858086.0
TRIPURA,2025,62724832,86408425392.70807,21772033,34395020,6557779.0,4,1032353.0
TRIPURA,2026,82556105,102033689307.19011,28605107,46677908,7273090.0,4,1191907.0
UTTAR PRADESH,2019,154024769,214643767447.7702,74580952,75624266,3819551.0,4,13103108.0
UTTAR PRADESH,2020,349750893,587862760666.9883,150916852,172241791,26592250.0,4,21194763.0
UTTAR PRADESH,2021,670887707,1283468921334.705,280299114,287778468,102810125.0,4,30976739.0
UTTAR PRADESH,2022,1546498062,2871984738673.4497,642325294,654403320,249769448.0,4,41701425.0
UTTAR PRADESH,2023,3332358390,5457674823770.951,1272217096,1694721741,365419553.0,4,53046420.0
UTTAR PRADESH,2024,5953809475,8447180289605.498,2166605975,3257709317,529494183.0,4,64960422.0
UTTAR PRADESH,2025,9590539283,11920642002729.184,3304946919,5585428546,700163818.0,4,77043398.0
UTTAR PRADESH,2026,12370847045,14043284603131.729,4059417443,7539705645,771723957.0,4,88629936.0
UTTARAKHAND,2019,14632399,21753971084.76715,7588885,6754048,289466.0,4,1272751.0
UTTARAKHAND,2020,31353104,55022480032.68231,13961367,15114542,2277195.0,4,2023901.0
UTTARAKHAND,2021,62954270,109483802456.51337,24080205,29153461,9720604.0,4,2888932.0
UTTARAKHAND,2022,140736216,220659832487.83774,50627443,66822180,23286593.0,4,3709608.0
UTTARAKHAND,2023,284288332,389674095836.64026,89962000,163366256,30960076.0,4,4480029.0
UTTARAKHAND,2024,453891895,560712796098.5607,137260566,277158856,39472473.0,4,5206546.0
UTTARAKHAND,2025,665425975,741775526490.8573,194936214,422445820,48043941.0,4,5979871.0
UTTARAKHAND,2026,808773998,851870425516.0414,230652034,526933535,51188429.0,4,6690656.0
WEST BENGAL,2019,147471562,129767127842.52698,92270741,50724893,4475928.0,4,7438601.0
WEST BENGAL,2020,259567316,295639998661.6306,128144555,114398128,17024633.0,4,12052575.0
WEST BENGAL,2021,353797857,672080706422.1633,155949700,138371177,59476980.0,4,16981214.0
WEST BENGAL,2022,748489565,1509176371815.04,344437927,258063083,145988555.0,4,21954680.0
WEST BENGAL,2023,1532335116,2949981078776.841,686607668,636079442,209648006.0,4,26980199.0
WEST BENGAL,2024,2790226512,4761896323459.905,1184322825,1305398616,300505071.0,4,32233492.0
WEST BENGAL,2025,4614252558,6878646320988.867,1840638537,2367658857,405955164.0,4,37781664.0
WEST BENGAL,2026,6233002225,8280288165325.494,2356144171,3417007017,459851037.0,4,42771072.0
